BELGE_NO,TARIH,STOK_KODU,STOK_ADI,MIKTAR,BİRİM,BR_FIYAT,TOPLAM_FIYAT,CARI_ISIM
000000000000085,28.01.2026,MHT0000027,MUHTELİF SUNTA,8.00,AD,425.00,"3,400.00",5K YÜZEY TEKN.ORM.ÜRN.MOB.SAN.VE TİC.A.Ş.
000000000000085,28.01.2026,OF00006460,MDFLAM 1220*2800*18MM LAMIART SOLENNE1/ESP.2100-LİGNA BİTTER PANEL,268.00,AD,"1,708.00","457,744.00",5K YÜZEY TEKN.ORM.ÜRN.MOB.SAN.VE TİC.A.Ş.
000000000000377,28.01.2026,MHT0000011,MUHTELİF AYNA,1.00,AD,"1,695.00","1,695.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000600,28.01.2026,HIZ,LAMİNAT PALET,2.00,AD,"1,200.00","2,400.00",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000600,28.01.2026,OF00006195,ASD COMPACT LAMİNAT 1300x3050x6mm (Loumarıne mat) astar QUARRY YÜZEY,27.00,AD,"6,977.90","188,403.25",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000601,28.01.2026,PRJ0001356,"ASD LAMİNAT 0,6*1300*2800 Loumarıne Laminat (mat) QUARRY YÜZEY",58.00,AD,896.65,"52,005.51",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000001095,28.01.2026,MHT0000009,MUHTELİF HIRDAVAT,2.00,AD,257.00,514.00,ANDA ANKARA DAĞITIM MOB.AKS.LTD.ŞTİ.
000000000001095,28.01.2026,MHT0000009,MUHTELİF HIRDAVAT,4.00,AD,345.00,"1,380.00",ANDA ANKARA DAĞITIM MOB.AKS.LTD.ŞTİ.
000000000001095,28.01.2026,MHT0000009,MUHTELİF HIRDAVAT,6.00,AD,375.00,"2,250.00",ANDA ANKARA DAĞITIM MOB.AKS.LTD.ŞTİ.
000000000001095,28.01.2026,MHT0000009,MUHTELİF HIRDAVAT,2.00,AD,257.00,514.00,ANDA ANKARA DAĞITIM MOB.AKS.LTD.ŞTİ.
000000000002613,28.01.2026,OF00005035,GÜNDER FİLE AİR,1.00,MT,97.37,97.37,GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000002613,28.01.2026,OF00005077,GÜNDER ASOS,8.00,MT,254.02,"2,032.16",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000000286,29.01.2026,PRJ0001670,2648*340*4MM BRONZ TEMPERLİ CAM,22.00,AD,630.00,"13,860.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000286,29.01.2026,PRJ0001748,1211*340*4MM BRONZ CAM TEMPERLİ,92.00,AD,290.00,"26,680.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000286,29.01.2026,PRJ0001817,2642*393*4MM BRONZ CAM TEMPERLİ,158.00,AD,730.00,"115,340.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000286,29.01.2026,PRJ0001818,2642*437*4MM BRONZ CAM TEMPERLİ,71.00,AD,810.00,"57,510.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000588,29.01.2026,EV00001037,TABANCA ÇİVİSİ 80/10,90.00,AD,33.33,"3,000.00",YAVUZ SÜNGER A.Ş.
000000000000588,29.01.2026,EV00001169,TABANCA ÇİVİSİ 80/14,60.00,AD,33.33,"2,000.00",YAVUZ SÜNGER A.Ş.
000000000000588,29.01.2026,EV00001243,TABANCA ÇİVİSİ 80/8,90.00,AD,33.33,"3,000.00",YAVUZ SÜNGER A.Ş.
000000000000588,29.01.2026,OF00000573,U ZIMBA TELİ 92*40*1 MM,60.00,AD,33.33,"2,000.00",YAVUZ SÜNGER A.Ş.
000000000000588,29.01.2026,OF00001250,U ZIMBA TELİ 92*30*1 MM,150.00,AD,33.33,"5,000.00",YAVUZ SÜNGER A.Ş.
000000000001297,29.01.2026,OF00000087,"30*60*1,5mm PROFİL AYAK İÇİNE GEÇME PLASTİK PAPUÇ SİYAH",50.00,AD,3.75,187.50,ADEM KOÇ PLASTİK TURZ.İNŞ.TEKS.GIDA İML.SAN.VE TİC.LTD.ŞTİ.
000000000001297,29.01.2026,OF00000836,30*30MM GEÇME PLASTİK PAPUÇ SİYAH RENK,50.00,AD,1.67,83.33,ADEM KOÇ PLASTİK TURZ.İNŞ.TEKS.GIDA İML.SAN.VE TİC.LTD.ŞTİ.
000000000001513,29.01.2026,OF00006439,12 VOLT COB LED GÜN IŞIĞI,15.00,MT,86.95,"1,304.28",SDS ANKARA YAPI VE REKLAM ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.
000000000001513,29.01.2026,PRJ0000898,LED TRAFOSU 10 AMPER 12 VOLT,2.00,AD,278.25,556.49,SDS ANKARA YAPI VE REKLAM ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.
000000000003001,29.01.2026,OF00005027,AŞANTEKS VENEDİK,3.50,MT,141.52,495.32,AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000004771,29.01.2026,OF00000005,HAFELE MAXIFIX GÖVDE NİKELl KPL.SW6 Ø35mm 262.87.003 KAPLAMASIZ,750.00,AD,24.03,"18,023.33",HAFELE MOBİLYA VE İNŞAAT DONANIMLARI SAN.VE TİC.A.Ş.
000000000000019,30.01.2026,MHT0000012,MUHTELİF KROM KAPLAMA İŞÇİLİĞİ,11.00,AD,232.73,"2,560.00",KAPLAN METAL TEL ÜRÜNLERİ VE YÜZEY İŞLEMİ (ÜMÜT KAPLAN)
000000000000031,30.01.2026,OF00002334,BOYAMA İŞİ MERCURA BÜYÜK RAF 2MM BÜKÜMLÜ SAC (900*252*H332MM) INOX 7890,6.00,AD,150.00,900.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002336,BOYAMA İŞİ MERCURA KÜÇÜK RAF 2MM BÜKÜMLÜ SAC (480*252*H332MM) INOX 7890,6.00,AD,150.00,900.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002337,BOYAMA İŞİ MERCURA ÇALIŞMA MASASI ÇERÇEVE PROFİL (1340*260*H40MM) INOX 7890,2.00,AD,70.00,140.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002338,BOYAMA İŞİ MERCURA ÇALIŞMA MASASI AYAK SACI (332*85*H198MM) INOX 7890,4.00,AD,60.00,240.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002339,BOYAMA İŞİ MERCURA ÇALIŞMA MASASI 5MM LE LAMA (150*40*H50MM) INOX 7890,4.00,AD,20.00,80.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002340,BOYAMA İŞİ MERCURA ÇALIŞMA MASASI AYAK ALT SACI (728*606*H6MM) INOX 7890,2.00,AD,150.00,300.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002341,BOYAMA İŞİ MERCURA ÇALIŞMA MASASI AYAK TABLA BAĞLANTI SACI (500*200*H5MM) INOX 7890,2.00,AD,50.00,100.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002342,BOYAMA İŞİ MERCURA ÇALIŞMA MASASI PERDE BAĞLANTI DEMİRİ (190*43*H50MM) INOX 7890,4.00,AD,50.00,200.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002343,BOYAMA İŞİ MERCURA KONSOL 40*20*2MM PRF'DEN (1550*20*H40MM) INOX 7890,2.00,AD,60.00,120.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002344,BOYAMA İŞİ MERCURA KONSOL AYAK TABLA BAĞLANTI SACI (320*184*H5MM) INOX 7890,4.00,AD,30.00,120.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002345,BOYAMA İŞİ MERCURA KONSOL AYAK ALT SACI (438*364*H6MM) INOX 7890,4.00,AD,100.00,400.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002346,BOYAMA İŞİ MERCURA BÜYÜK SEHPA AYAK SAC (255*60*H400MM) INOX 7890,2.00,AD,75.00,150.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002347,BOYAMA İŞİ MERCURA BÜYÜK SEHPA 6MM BÜKÜMLÜ SAC (893*303*H350MM) INOX 7890,2.00,AD,190.00,380.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002348,BOYAMA İŞİ MERCURA TUWA KTPLK 2MM BÜKÜMLÜ RAF SACI (280*250*H332MM) INOX 7890,5.00,AD,100.00,500.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002349,BOYAMA İŞİ MERCURA YAN SEHPA 6MM BÜKÜMLÜ SAC (450*340*H500MM) INOX 7890,2.00,AD,200.00,400.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002350,BOYAMA İŞİ MERCURA KONSOL AYAK SACI (190*70*H195MM) INOX 7890,8.00,AD,50.00,400.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002351,"BOYAMA İŞİ MERCURA TOPLANTI 40*20*1,5MM PRFL'DEN (2170*244*H40MM) ÇERÇEVE INOX 7890",2.00,AD,140.00,280.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002352,BOYAMA İŞİ MERCURA TUWA KTPLK SIVAMA SACI (DIŞ Ø118*İÇ Ø80*H41MM) INOX 7890,6.00,AD,20.00,120.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000031,30.01.2026,OF00002353,BOYAMA İŞİ MERCURA TUWA KTPLK BORU PRFL (Ø76*2150) INOX 7890,1.00,AD,130.00,130.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000049,30.01.2026,OF00000590,PRES TUTKALI (COHEN 5120 PRO TACK D2 WOOD GLUE BEYAZ TUTKAL),450.00,KG,83.11,"37,398.67",RENES ENDÜSTRİYEL YAPIŞTIRICILAR VE KİMYEVİ ÜRÜ.SAN.TİC.LTD.ŞTİ.
000000000000093,30.01.2026,OF00000562,"MEGUARS 105 PASTA 3,75 LT",2.00,AD,"6,200.00","12,400.00",GÜÇLÜ İŞLETMECİLİK OTOM.İÇ VE DIŞ TİC.LTD.ŞTİ.
000000000000093,30.01.2026,OF00006539,MEGUARS PASTA SÜNGERİ,5.00,AD,"2,100.00","10,500.00",GÜÇLÜ İŞLETMECİLİK OTOM.İÇ VE DIŞ TİC.LTD.ŞTİ.
000000000000133,30.01.2026,MKN00000008,FAB.GENEL MAKİNA BAKIM SARF MAL.(GİYOTİN MAKİNASI),1.00,AD,"2,600.00","2,600.00",ORUÇ BİLEME MATBAA BIÇAK BİLEME SAN.LTD.ŞTİ.
000000000000236,30.01.2026,OF00001478,6205 ZZ / C3 RULMAN ORS,50.00,AD,98.50,"4,925.00",GÜRBÜZ RULMAN TİC.LTD.ŞTİ.
000000000000253,30.01.2026,OF00000547,KONTRA KAVAK 04*1700*2200MM,100.00,AD,630.00,"63,000.00",ALUÇ ORMAN ÜRÜNLERİ PAZ.VE TİC.LTD.ŞTİ.
000000000000758,30.01.2026,EV00000329,DURALİT 03*1300*2500MM,600.00,AD,170.83,"102,500.00",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000001700,30.01.2026,OF00001280,(CUBİTRON 3M) DİSK ZIMPARA ÇAP 115 mm 36 KUM,200.00,AD,95.00,"19,000.00",KEMİPAZ KİMYEVİ VE END.İML.BOYA PAZ.LTD.ŞTİ.
000000000002077,30.01.2026,MHT0000002,MUHTELİF MDFLAM CARRARA MDFLAM 210*280 18 MM,11.00,AD,"2,170.00","23,870.00",AK YAPI ÜRETİM SAN. VE TİC.A.Ş.
000000000002077,30.01.2026,MHT0000002,MUHTELİF MDFLAM BERMUDA MDFLAM 210*280 18 MM,5.00,AD,"2,170.00","10,850.00",AK YAPI ÜRETİM SAN. VE TİC.A.Ş.
000000000002077,30.01.2026,MHT0000027,MUHTELİF SUNTA - 210*280 18 MM KAPAKLIK,1.00,AD,"1,000.00","1,000.00",AK YAPI ÜRETİM SAN. VE TİC.A.Ş.
000000000002077,30.01.2026,OF00004022,SLM 2100*2800*8mm SİYAH NATUREL ( VT-37 YILDIZ ENT.),25.00,AD,"1,584.00","39,600.00",AK YAPI ÜRETİM SAN. VE TİC.A.Ş.
000000000002350,30.01.2026,OF00000874,SAMET SMART SLİDE 40CM TAM ÇİFT AÇILIM FRENLİ ÇEKMECE RAYI - 127240234,30.00,TK,574.09,"17,222.84",SAMET KALIP MADENİ EŞYA SAN.TİC.A.Ş.
000000000002620,30.01.2026,OF00005015,AŞANTEKS ZEUGMA,27.00,MT,328.80,"8,877.51",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000002620,30.01.2026,OF00005015,AŞANTEKS ZEUGMA,53.00,MT,328.80,"17,426.23",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000016044,30.01.2026,HIZ,HİZMET KART,1.00,AD,350.00,350.00,TEMİZLİK 1 ENDÜSTRİYEL TEM. AMBALAJ MAD. İNŞ. VE TİC.LTD.ŞTİ.
000000000016044,30.01.2026,OF00000510,SIVI SABUN,120.00,KG,16.00,"1,920.00",TEMİZLİK 1 ENDÜSTRİYEL TEM. AMBALAJ MAD. İNŞ. VE TİC.LTD.ŞTİ.
000000000000035,31.01.2026,EV00000208,EMAKS MILANO AYAK 200mm EYS.1330.2000.b00104 MAT SİYAH,102.00,AD,20.00,"2,040.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,4.00,AD,500.00,"2,000.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,4.00,AD,400.00,"1,600.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,8.00,AD,300.00,"2,400.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,5.00,AD,53.00,265.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,2.00,AD,40.00,80.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,8.00,AD,53.00,424.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,11.00,AD,40.00,440.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,2.00,AD,20.00,40.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,1.00,AD,100.00,100.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,OF00002168,BOYAMA İŞİ METAL KAĞITLIK-RAL 9005 SİYAH İNCE PÜTÜRLÜ,18.00,AD,60.00,"1,080.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,OF00002230,BOYAMA İŞİ REINA AYAK 22CM 9005 İNCE PÜTÜRLÜ,46.00,AD,20.00,920.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,OF00002245,BOYAMA İŞİ METAL YILDIZ AYAK RAL 9005 MAT SİYAH İNCE PÜTÜRLÜ,60.00,AD,90.00,"5,400.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,OF00002297,BOYAMA İŞİ AKSESUAR TAŞIYICI PROFİL SİYAH RAL 9005 İNCE PÜTÜRL,18.00,AD,40.00,720.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,OF00002354,BOYAMA İŞİ METAL BLOK NOTLUK SİYAH RAL 9005 İNCE PÜTÜRLÜ,18.00,AD,45.00,810.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,OF00006524,BOYAMA İŞİ GRAD BERJER AYAK MAT SİYAH ASTAR,40.00,AD,200.00,"8,000.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000035,31.01.2026,OF00006525,BOYAMA İŞİ GRAD KOLTUK AYAK MAT SİYAH ASTAR,69.00,AD,160.00,"11,040.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000005107,31.01.2026,MHT0000009,MUHTELİF HIRDAVAT - MAT KROM KULP,24.00,AD,42.16,"1,011.74",HAFELE MOBİLYA VE İNŞAAT DONANIMLARI SAN.VE TİC.A.Ş.
